ticker,date,open,high,low,close,adj close,volume
INFY.NS,2022-07-28,1496.4,1524.45,1489.85,1517.4,1517.4,6635857
INFY.NS,2022-07-27,1451.0,1473.0,1445.0,1471.05,1471.05,4515702
INFY.NS,2022-07-26,1496.65,1496.65,1445.0,1451.15,1451.15,7266840
INFY.NS,2022-07-25,1480.1,1517.15,1480.1,1503.6,1503.6,7859195
INFY.NS,2022-07-22,1534.0,1540.0,1492.15,1506.3,1506.3,7018986
INFY.NS,2022-07-21,1517.0,1535.45,1503.1,1532.9,1532.9,5007200
INFY.NS,2022-07-20,1501.25,1525.8,1500.0,1515.3,1515.3,5078335
INFY.NS,2022-07-19,1471.55,1486.85,1470.1,1484.15,1484.15,3417284
INFY.NS,2022-07-18,1450.0,1493.6,1448.05,1489.9,1489.9,5834476
INFY.NS,2022-07-15,1446.0,1446.0,1410.65,1430.35,1430.35,5619509
INFY.NS,2022-07-14,1451.0,1452.95,1414.0,1428.85,1428.85,6157071
INFY.NS,2022-07-13,1450.0,1460.0,1438.6,1444.45,1444.45,5263523
INFY.NS,2022-07-12,1461.8,1468.6,1436.0,1438.6,1438.6,4706846
INFY.NS,2022-07-11,1495.0,1499.9,1466.4,1473.15,1473.15,4702081
INFY.NS,2022-07-08,1515.0,1516.95,1499.95,1514.45,1514.45,3651651
INFY.NS,2022-07-07,1503.05,1513.95,1495.7,1498.7,1498.7,3322451
INFY.NS,2022-07-06,1482.2,1500.0,1470.0,1491.65,1491.65,5208312
INFY.NS,2022-07-05,1498.8,1509.95,1472.0,1475.95,1475.95,7378780
INFY.NS,2022-07-04,1480.25,1492.25,1462.0,1488.0,1488.0,4799810
INFY.NS,2022-07-01,1454.0,1485.0,1442.35,1479.4,1479.4,4650510
INFY.NS,2022-06-30,1465.05,1482.0,1455.0,1461.9,1461.9,9164523
INFY.NS,2022-06-29,1464.7,1477.0,1457.0,1463.25,1463.25,5058786
INFY.NS,2022-06-28,1469.0,1488.25,1453.0,1480.15,1480.15,4409899
INFY.NS,2022-06-27,1468.05,1484.0,1465.15,1474.6,1474.6,4510664
INFY.NS,2022-06-24,1458.0,1467.5,1428.9,1441.1,1441.1,6113089
INFY.NS,2022-06-23,1439.8,1458.0,1433.0,1452.45,1452.45,6254072
INFY.NS,2022-06-22,1436.05,1459.6,1435.0,1437.25,1437.25,6251591
INFY.NS,2022-06-21,1424.0,1456.0,1422.75,1449.9,1449.9,6269342
INFY.NS,2022-06-20,1390.05,1422.35,1382.0,1414.15,1414.15,4594652
INFY.NS,2022-06-17,1391.05,1396.95,1367.15,1387.3,1387.3,9691261
INFY.NS,2022-06-16,1438.0,1443.75,1392.0,1397.2,1397.2,6641237
INFY.NS,2022-06-15,1440.2,1446.4,1418.85,1422.2,1422.2,4650746
INFY.NS,2022-06-14,1410.0,1448.9,1403.15,1440.55,1440.55,6089330
INFY.NS,2022-06-13,1443.6,1443.6,1411.7,1424.5,1424.5,6987685
INFY.NS,2022-06-10,1486.1,1493.95,1473.6,1476.8,1476.8,6514826
INFY.NS,2022-06-09,1485.0,1516.95,1481.5,1515.0,1515.0,4360392
INFY.NS,2022-06-08,1520.2,1520.2,1492.0,1500.0,1500.0,4697329
INFY.NS,2022-06-07,1519.85,1519.85,1502.6,1506.7,1506.7,4903899
INFY.NS,2022-06-06,1516.0,1536.6,1493.0,1530.05,1530.05,6624571
INFY.NS,2022-06-03,1524.9,1549.95,1521.75,1548.9,1521.7,2682587
INFY.NS,2022-06-02,1484.0,1513.85,1475.6,1508.0,1508.0,7204897
INFY.NS,2022-06-01,1513.0,1514.75,1472.1,1478.55,1478.55,8730036
INFY.NS,2022-05-31,1453.0,1518.0,1488.15,1503.6,1503.6,16031845
INFY.NS,2022-05-30,1487.0,1530.0,1485.0,1526.8,1510.8,10902651
INFY.NS,2022-05-27,1443.95,1467.0,1437.4,1461.35,1461.35,8284860
INFY.NS,2022-05-26,1418.0,1430.0,1407.05,1423.95,1423.95,13039331
INFY.NS,2022-05-25,1435.0,1442.5,1399.25,1410.45,1410.45,9629446
INFY.NS,2022-05-24,1468.6,1469.55,1435.25,1441.0,1441.0,5693167
INFY.NS,2022-05-23,1455.1,1488.0,1450.05,1468.4,1468.4,5887569
INFY.NS,2022-05-20,1453.0,1466.75,1446.7,1455.15,1455.15,10488908
INFY.NS,2022-05-19,1481.0,1484.7,1417.65,1427.15,1427.15,16560188
INFY.NS,2022-05-18,1522.0,1549.7,1505.3,1509.2,1509.2,6593457
INFY.NS,2022-05-17,1494.9,1525.0,1480.9,1518.45,1518.45,6516026
INFY.NS,2022-05-16,1510.0,1511.85,1478.65,1489.1,1489.1,6144622
INFY.NS,2022-05-13,1519.3,1529.25,1498.1,1504.4,1504.4,6722960
INFY.NS,2022-05-12,1514.0,1527.5,1504.3,1508.8,1508.8,7034252
INFY.NS,2022-05-11,1549.95,1549.95,1511.6,1526.75,1526.75,7845626
INFY.NS,2022-05-10,1558.0,1569.15,1546.05,1553.0,1553.0,6211700
INFY.NS,2022-05-09,1540.0,1586.8,1522.15,1570.35,1570.35,6831233
INFY.NS,2022-05-06,1550.0,1561.85,1535.05,1542.85,1542.85,6170695
INFY.NS,2022-05-05,1560.05,1589.4,1557.45,1585.15,1585.15,6144185
INFY.NS,2022-05-04,1547.25,1570.0,1530.15,1535.55,1535.55,6220632
INFY.NS,2022-05-02,1550.9,1552.75,1531.0,1541.0,1541.0,7071311
INFY.NS,2022-04-29,1590.0,1597.3,1560.8,1567.55,1567.55,9829356
INFY.NS,2022-04-28,1570.0,1601.8,1557.45,1582.6,1582.6,9242460
INFY.NS,2022-04-27,1572.75,1572.75,1550.35,1552.8,1552.8,8819356
INFY.NS,2022-04-26,1577.2,1592.0,1566.55,1581.0,1581.0,5343808
INFY.NS,2022-04-25,1572.8,1572.8,1554.1,1561.1,1561.1,6999736
INFY.NS,2022-04-22,1604.35,1610.7,1592.05,1599.35,1585.45,2856126
INFY.NS,2022-04-21,1595.0,1627.2,1589.25,1618.8,1618.8,7764462
INFY.NS,2022-04-20,1575.0,1596.3,1563.0,1587.7,1587.7,10678297
INFY.NS,2022-04-19,1636.65,1636.65,1550.0,1562.0,1562.0,17035173
INFY.NS,2022-04-18,1605.5,1650.0,1590.0,1621.4,1621.4,30520400
INFY.NS,2022-04-13,1754.95,1757.5,1732.0,1748.55,1748.55,6256818
INFY.NS,2022-04-12,1757.5,1757.5,1727.75,1742.45,1742.45,6454400
INFY.NS,2022-04-11,1814.0,1814.0,1762.55,1766.55,1766.55,8245056
INFY.NS,2022-04-08,1823.0,1838.0,1808.0,1814.6,1814.6,5130975
INFY.NS,2022-04-07,1821.05,1828.15,1807.55,1811.0,1811.0,5797239
INFY.NS,2022-04-06,1855.0,1857.5,1822.15,1828.85,1828.85,5406130
INFY.NS,2022-04-05,1883.8,1889.6,1857.15,1861.1,1861.1,5468660
INFY.NS,2022-04-04,1889.75,1893.0,1873.0,1882.95,1882.95,7360993
INFY.NS,2022-04-01,1886.85,1910.3,1878.3,1903.55,1903.55,6170070
INFY.NS,2022-03-31,1900.0,1913.0,1894.2,1906.85,1906.85,5397970
INFY.NS,2022-03-30,1910.0,1919.0,1895.0,1903.95,1903.95,7795324
INFY.NS,2022-03-29,1873.9,1889.4,1860.55,1886.0,1886.0,3917266
INFY.NS,2022-03-28,1866.0,1880.9,1852.65,1873.9,1873.9,4008247
INFY.NS,2022-03-25,1892.0,1894.0,1858.0,1876.55,1876.55,3434255
INFY.NS,2022-03-24,1856.15,1894.6,1856.15,1886.7,1886.7,3784000
INFY.NS,2022-03-23,1897.0,1900.0,1857.0,1872.4,1872.4,6192719
INFY.NS,2022-03-22,1850.0,1890.0,1839.0,1887.4,1887.4,5708529
INFY.NS,2022-03-21,1861.0,1886.9,1841.1,1853.05,1853.05,8359862
INFY.NS,2022-03-17,1923.3,1923.3,1833.05,1854.6,1854.6,17730966
INFY.NS,2022-03-16,1865.0,1893.95,1849.0,1889.4,1889.4,5232709
INFY.NS,2022-03-15,1888.35,1888.35,1830.0,1839.3,1839.3,7134739
INFY.NS,2022-03-14,1831.55,1895.0,1831.55,1890.7,1890.7,10287700
INFY.NS,2022-03-11,1814.0,1831.4,1811.0,1822.0,1822.0,4758444
INFY.NS,2022-03-10,1844.75,1844.75,1810.2,1825.9,1825.9,6546656
INFY.NS,2022-03-09,1791.0,1831.6,1791.0,1813.35,1813.35,10193051
INFY.NS,2022-03-08,1718.45,1800.0,1718.45,1778.2,1778.2,10983354
INFY.NS,2022-03-07,1697.0,1751.0,1696.0,1739.85,1739.85,9740188
INFY.NS,2022-03-04,1695.25,1736.0,1681.0,1723.3,1723.3,9073786
INFY.NS,2022-03-03,1720.2,1733.9,1705.55,1720.85,1720.85,7343384
INFY.NS,2022-03-02,1710.0,1714.4,1700.0,1702.65,1702.8,2547637
INFY.NS,2022-02-28,1682.2,1728.05,1665.0,1715.6,1715.6,15074886
INFY.NS,2022-02-25,1715.0,1728.15,1677.0,1694.6,1694.6,9736149
INFY.NS,2022-02-24,1690.1,1714.95,1670.5,1678.15,1678.15,13589897
INFY.NS,2022-02-23,1750.0,1758.25,1733.4,1742.85,1742.85,5478035
INFY.NS,2022-02-22,1699.9,1751.0,1691.05,1734.35,1734.35,8877145
INFY.NS,2022-02-21,1701.0,1737.3,1691.5,1730.7,1730.7,5119927
INFY.NS,2022-02-18,1710.0,1722.5,1703.5,1706.95,1706.95,5600558
INFY.NS,2022-02-17,1744.0,1749.0,1720.3,1724.8,1724.8,3937208
INFY.NS,2022-02-16,1738.25,1755.45,1726.85,1733.3,1733.3,5350133
INFY.NS,2022-02-15,1699.0,1746.75,1690.45,1738.25,1738.25,4669915
INFY.NS,2022-02-14,1690.0,1718.55,1678.25,1682.2,1682.2,7457620
INFY.NS,2022-02-11,1740.0,1745.95,1713.0,1721.35,1721.35,7550334
INFY.NS,2022-02-10,1755.65,1773.9,1748.75,1769.6,1769.6,4334139
INFY.NS,2022-02-09,1735.0,1743.0,1725.0,1737.3,1737.3,3866756
INFY.NS,2022-02-08,1710.0,1725.0,1696.0,1717.3,1717.3,6052255
INFY.NS,2022-02-07,1779.0,1732.0,1695.4,1715.0,1715.0,4307867
INFY.NS,2022-02-04,1779.0,1779.0,1734.0,1741.1,1741.1,3830464
INFY.NS,2022-02-03,1779.0,1779.0,1734.0,1738.55,1738.55,3830464
INFY.NS,2022-02-02,1789.0,1792.8,1772.0,1787.1,1787.1,4250829
INFY.NS,2022-02-01,1766.1,1780.0,1734.7,1772.05,1772.05,5119064
INFY.NS,2022-01-31,1718.0,1749.5,1715.35,1736.2,1736.2,8788491
INFY.NS,2022-01-28,1681.0,1727.55,1679.5,1686.2,1686.2,10995780
INFY.NS,2022-01-27,1702.0,1709.7,1665.0,1678.6,1678.6,11230484
INFY.NS,2022-01-25,1726.6,1740.0,1700.5,1722.15,1722.15,9134994
INFY.NS,2022-01-24,1795.0,1768.65,1728.0,1736.8,1736.8,7115079
INFY.NS,2022-01-21,1795.0,1808.0,1776.0,1785.7,1785.7,8251434
INFY.NS,2022-01-20,1844.0,1848.0,1815.5,1823.7,1823.7,5530811
INFY.NS,2022-01-19,1916.0,1916.0,1862.85,1867.05,1867.05,5742978
INFY.NS,2022-01-18,1922.1,1945.0,1911.45,1920.75,1920.75,3689509
INFY.NS,2022-01-17,1938.55,1953.9,1930.5,1939.5,1939.5,5260941
INFY.NS,2022-01-14,1882.0,1933.0,1881.0,1929.35,1929.35,7688506
INFY.NS,2022-01-13,1905.0,1912.5,1866.35,1896.8,1896.8,14276318
INFY.NS,2022-01-12,1868.9,1889.0,1860.0,1877.45,1877.45,5362535
INFY.NS,2022-01-11,1855.0,1870.0,1850.15,1855.6,1855.6,5142181
INFY.NS,2022-01-10,1815.0,1869.9,1813.0,1850.75,1850.75,7856920
INFY.NS,2022-01-07,1815.45,1836.0,1806.8,1814.3,1814.3,4832751
INFY.NS,2022-01-06,1828.0,1828.0,1800.0,1817.8,1817.8,6448455
INFY.NS,2022-01-05,1900.0,1902.9,1840.0,1844.65,1844.65,6994538
INFY.NS,2022-01-04,1898.45,1906.65,1878.0,1899.15,1899.15,3921999
INFY.NS,2022-01-03,1887.75,1914.05,1887.75,1898.45,1898.45,3329616
INFY.NS,2021-12-31,1890.0,1898.35,1871.65,1887.75,1887.75,4619420
INFY.NS,2021-12-30,1884.5,1909.8,1874.35,1892.85,1892.85,4584738
INFY.NS,2021-12-29,1883.5,1893.8,1876.4,1885.55,1885.55,3236092
INFY.NS,2021-12-28,1880.7,1895.9,1878.4,1888.0,1888.0,3340933
INFY.NS,2021-12-27,1860.0,1874.5,1845.05,1866.15,1866.15,2646724
INFY.NS,2021-12-24,1872.95,1875.75,1854.0,1863.5,1863.5,3780347
INFY.NS,2021-12-23,1831.25,1861.6,1827.0,1857.6,1857.6,4112392
INFY.NS,2021-12-22,1825.0,1829.15,1812.35,1824.7,1824.7,4155841
INFY.NS,2021-12-21,1801.0,1838.0,1801.0,1811.6,1811.6,5353190
INFY.NS,2021-12-20,1801.7,1829.65,1787.3,1798.9,1798.9,5771938
INFY.NS,2021-12-17,1820.0,1842.0,1806.75,1820.85,1820.85,18885419
INFY.NS,2021-12-16,1762.65,1777.6,1758.0,1771.6,1771.6,4480056
INFY.NS,2021-12-15,1745.0,1747.95,1721.2,1734.2,1734.2,3052557
INFY.NS,2021-12-14,1730.9,1763.0,1710.35,1752.15,1752.15,4767734
INFY.NS,2021-12-13,1767.05,1771.35,1738.8,1744.65,1744.65,4040389
INFY.NS,2021-12-10,1760.0,1763.75,1746.0,1759.25,1759.25,1822805
INFY.NS,2021-12-09,1759.0,1769.4,1742.0,1763.45,1763.45,2080252
INFY.NS,2021-12-08,1733.0,1759.8,1732.6,1744.85,1753.35,1617500
INFY.NS,2021-12-07,1701.1,1724.9,1694.0,1711.65,1711.65,4202122
INFY.NS,2021-12-06,1730.0,1733.95,1691.5,1695.3,1695.3,3989940
INFY.NS,2021-12-03,1771.1,1786.65,1732.55,1735.55,1735.55,6753626
INFY.NS,2021-12-02,1715.0,1750.5,1711.35,1748.25,1748.25,5558673
INFY.NS,2021-12-01,1715.0,1741.9,1713.0,1714.9,1714.9,5193137
